university,year,rank,score
Erasmus University Rotterdam ,2021,197,43.1
"The University of Newcastle, Australia (UON)",2021,197,43.1
University of Twente,2021,197,43.1
Universidad Autónoma de Madrid,2021,200,42.8
Vrije Universiteit Brussel (VUB),2021,200,42.8
University of Gothenburg,2021,202,42.7
Dartmouth College,2021,203,42.6
Western University,2021,203,42.6
University of Reading,2021,205,42.3
Complutense University of Madrid,2021,206,41.9
University of Aberdeen,2021,207,41.8
Chulalongkorn University,2021,208,41.6
Queen's University Belfast,2021,209,41.5
"University of California, Irvine",2021,210,41.4
Khalifa University,2021,211,41.2
University of Notre Dame,2021,211,41.2
Universitat Autònoma de Barcelona,2021,213,40.9
Macquarie University,2021,214,40.8
Radboud University ,2021,214,40.8
Università di Padova,2021,216,40.6
Curtin University,2021,217,40.5
Queensland University of Technology (QUT),2021,217,40.5
University of Virginia,2021,217,40.5
American University of Beirut (AUB),2021,220,40.4
Arizona State University,2021,220,40.4
University of Cape Town,2021,220,40.4
RMIT University,2021,223,40.0
Victoria University of Wellington,2021,223,40.0
Saint Petersburg State University,2021,225,39.9
Loughborough University,2021,226,39.7
Universidad de los Andes,2021,227,39.6
Novosibirsk State University,2021,228,39.4
Universität Hamburg,2021,228,39.4
Georgetown University,2021,230,39.3
Tel Aviv University,2021,230,39.3
University of Colorado Boulder,2021,230,39.3
Universidade Estadual de Campinas (Unicamp),2021,233,39.2
Maastricht University ,2021,234,38.9
National Cheng Kung University (NCKU),2021,234,38.9
Kyung Hee University,2021,236,38.8
Vrije Universiteit Amsterdam,2021,236,38.8
National University of Ireland Galway,2021,238,38.3
University of Antwerp,2021,238,38.3
National Chiao Tung University,2021,240,38.2
Rheinische Friedrich-Wilhelms-Universität Bonn,2021,240,38.2
Ecole des Ponts ParisTech,2021,242,38.1
Sciences Po ,2021,242,38.1
University of Leicester,2021,242,38.1
Qatar University,2021,245,37.9
Queen's University at Kingston,2021,246,37.8
University of Calgary,2021,246,37.8
University of Sussex,2021,246,37.8
Wuhan University,2021,246,37.8
Tomsk State University,2021,250,37.7
Universite libre de Bruxelles,2021,250,37.7
Mahidol University,2021,252,37.5
University of Navarra,2021,252,37.5
Gadjah Mada University,2021,254,37.4
Universiti Brunei Darussalam (UBD),2021,254,37.4
Tongji University,2021,256,37.2
University of Illinois at Chicago (UIC),2021,256,37.2
Rutgers University–New Brunswick,2021,258,37.0
Universidad Nacional de Colombia,2021,259,36.9
Charles University,2021,260,36.7
Harbin Institute of Technology,2021,260,36.7
Tufts University,2021,260,36.7
Sun Yat-sen University,2021,263,36.4
Hong Kong Baptist University,2021,264,36.3
Universität Innsbruck,2021,265,36.2
University of Tsukuba,2021,265,36.2
National Taiwan University of Science and Technology (Taiwan Tech),2021,267,36.0
Technical University of Darmstadt,2021,267,36.0
University of Surrey,2021,267,36.0
University of Canterbury | Te Whare Wānanga o Waitaha,2021,270,35.9
University of Massachusetts Amherst,2021,270,35.9
Massey University,2021,272,35.8
USI - Università della Svizzera italiana,2021,273,35.6
The University of Arizona,2021,273,35.6
Deakin University,2021,275,35.5
Indian Institute of Technology Madras (IITM),2021,275,35.5
Graz University of Technology,2021,275,35.5
Université de Paris,2021,275,35.5
Beijing Normal University ,2021,279,35.4
University of Ottawa,2021,279,35.4
Moscow Institute of Physics and Technology (MIPT / Moscow Phystech),2021,281,35.3
Bauman Moscow State Technical University,2021,282,35.2
University of Cologne,2021,282,35.2
United Arab Emirates University,2021,284,35.1
University of Tartu,2021,285,35.0
University College Cork,2021,286,34.9
King Saud University,2021,287,34.8
Universitat Pompeu Fabra (Barcelona),2021,287,34.8
Université Paris 1 Panthéon-Sorbonne ,2021,287,34.8
University of Turku,2021,287,34.8
Dalhousie University,2021,291,34.6
ENS Paris-Saclay,2021,291,34.6
Technion - Israel Institute of Technology,2021,291,34.6
University of Miami,2021,291,34.6
Gwangju Institute of Science and Technology (GIST),2021,295,34.5
North Carolina State University,2021,295,34.5
University of South Australia,2021,295,34.5
HSE University,2021,298,34.4
National Yang Ming University,2021,298,34.4
University of Strathclyde,2021,300,34.3
Heriot-Watt University,2021,301,34.2
University of Milan,2021,301,34.2
Griffith University,2021,303,34.1
Xi’an Jiaotong University,2021,303,34.1
Aalborg University,2021,305,34.0
Université Paris-Saclay,2021,305,34.0
Universitas Indonesia,2021,305,34.0
Universität Mannheim,2021,307,33.7
Politecnico di Torino,2021,308,33.5
Royal Holloway University of London,2021,308,33.5
University of Tasmania,2021,308,33.5
Universidad Carlos III de Madrid (UC3M),2021,311,33.4
Goethe-University Frankfurt am Main,2021,311,33.4
Bandung Institute of Technology (ITB),2021,313,33.3
Indian Institute of Technology Kharagpur (IIT-KGP),2021,314,33.2
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),2021,314,33.2
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2021,314,33.2
Belarusian State University,2021,317,33.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,2021,317,33.0
 University of Dundee,2021,319,32.9
Indiana University Bloomington,2021,320,32.6
Hiroshima University,2021,321,32.3
University of Warsaw ,2021,321,32.3
Simon Fraser University,2021,323,32.1
Southern University of Science and Technology,2021,323,32.1
Universität Jena,2021,323,32.1
IE University,2021,327,32.0
Jagiellonian University,2021,326,31.9
Pontificia Universidad Católica Argentina,2021,326,31.9
RUDN University,2021,326,31.9
Universitat Politècnica de València,2021,326,31.9
Virginia Polytechnic Institute and State University,2021,326,31.9
National Taiwan Normal University,2021,331,31.8
Ural Federal University - UrFU,2021,331,31.8
Ewha Womans University,2021,333,31.7
Umea University,2021,333,31.7
Universität Stuttgart,2021,333,31.7
University of East Anglia (UEA),2021,333,31.7
University of Hawaiʻi at Mānoa,2021,333,31.7
University of Jyväskylä,2021,333,31.7
University of Utah,2021,333,31.7
Yeshiva University,2021,341,31.6
Université Grenoble Alpes,2021,342,31.5
"University of Chemistry and Technology, Prague",2021,342,31.5
"Birkbeck, University of London",2021,344,31.4
University Ulm,2021,344,31.4
SOAS University of London ,2021,346,31.1
University at Buffalo SUNY,2021,346,31.1
American University of Sharjah,2021,348,31.0
MGIMO University,2021,348,31.0
"City, University of London",2021,350,30.9
Indian Institute of Technology Kanpur (IITK),2021,350,30.9
Universiti Teknologi Brunei,2021,350,30.9
George Washington University,2021,353,30.8
University of Southern Denmark (SDU),2021,353,30.8
National University of Sciences And Technology (NUST) Islamabad,2021,355,30.5
Westfälische Wilhelms-Universität Münster ,2021,356,30.3
L.N. Gumilyov Eurasian National University (ENU),2021,357,30.2
University of Lisbon ,2021,357,30.2
University of Porto,2021,357,30.2
ITMO University,2021,360,30.1
Norwegian University of Science And Technology,2021,360,30.1
Johannes Kepler University Linz,2021,362,30.0
Linköping University,2021,362,30.0
Northeastern University,2021,362,30.0
Tokyo Medical and Dental University (TMDU),2021,362,30.0
University of Macau,2021,367,29.9
Brunel University London,2021,368,29.7
Tilburg University,2021,368,29.7
Kazan (Volga region) Federal University,2021,370,29.5
University of Victoria (UVic),2021,370,29.5
Swinburne University of Technology,2021,372,29.4
Pakistan Institute of Engineering and Applied Sciences (PIEAS),2021,373,29.2
"Stony Brook University, State University of New York",2021,373,29.2
Sultan Qaboos University,2021,375,29.1
University of Waikato,2021,375,29.1
Nankai University,2021,377,29.0
Universidad de Palermo (UP),2021,377,29.0
Taylor's University,2021,379,28.9
Universidade Federal do Rio de Janeiro,2021,380,28.8
University of Kent,2021,380,28.8
Wake Forest University,2021,380,28.8
Indian Institute of Technology Roorkee (IITR),2021,383,28.7
Oxford Brookes University,2021,383,28.7
University of Pisa,2021,383,28.7
University of Kansas,2021,383,28.7
Lincoln University ,2021,387,28.6
Shanghai University,2021,387,28.6
Taipei Medical University (TMU),2021,387,28.6
Tianjin University,2021,387,28.6
UCSI University,2021,391,28.5
Beijing Institute of Technology,2021,392,28.4
HUFS - Hankuk (Korea) University of Foreign Studies ,2021,392,28.4
University of Naples - Federico II,2021,392,28.4
Università Vita-Salute San Raffaele,2021,392,28.4
Huazhong University of Science and Technology,2021,396,28.2
University of the Philippines,2021,396,28.2
La Trobe University,2021,398,28.1
Université de Strasbourg,2021,398,28.1
"University of Colorado, Denver ",2021,398,28.1
Peter the Great St. Petersburg Polytechnic University,2021,401,28.0
National Research Tomsk Polytechnic University,2021,401,28.0
Chung-Ang University (CAU),2021,403,27.9
Johannes Gutenberg Universität Mainz,2021,403,27.9
Kobe University,2021,403,27.9
University of Trento,2021,403,27.9
University of Witwatersrand,2021,403,27.9
University of Oulu,2021,408,27.7
Sharif University of Technology,2021,409,27.6
Tampere University,2021,409,27.6
The American University in Cairo,2021,411,27.5
"Essex, University of",2021,411,27.5
Washington State University,2021,411,27.5
Bond University,2021,414,27.4
Tulane University,2021,414,27.4
"Goldsmiths, University of London",2021,416,27.2
National Sun Yat-sen University,2021,416,27.2
"University of California, Santa Cruz",2021,416,27.2
University of Tromsø The Arctic University of Norway,2021,416,27.2
Université Laval,2021,420,27.1
Universidade Federal de São Paulo,2021,420,27.1
University of Iowa,2021,420,27.1
Flinders University,2021,423,27.0
Vilnius University ,2021,423,27.0
University of Bordeaux,2021,425,26.9
Illinois Institute of Technology,2021,426,26.8
Pontificia Universidad Javeriana,2021,426,26.8
The National University of Science and Technology MISIS,2021,428,26.6
Universidade Nova de Lisboa,2021,428,26.6
University of St.Gallen (HSG),2021,428,26.6
University of Coimbra,2021,431,26.5
Czech Technical University in Prague,2021,432,26.4
Pontificia Universidad Católica del Perú,2021,432,26.4
University of Florence,2021,432,26.4
"The University of Tennessee, Knoxville",2021,432,26.4
Xiamen University,2021,432,26.4
Auckland University of Technology (AUT),2021,437,26.2
Julius-Maximilians-Universität Würzburg,2021,437,26.2
Dublin City University,2021,439,26.0
Ruhr-Universität Bochum,2021,439,26.0
Universiti Teknologi PETRONAS (UTP),2021,439,26.0
University of Johannesburg,2021,439,26.0
Colorado State University,2021,443,25.9
Universidad Austral,2021,443,25.9
Universität Konstanz,2021,443,25.9
Ben-Gurion University of The Negev,2021,446,25.8
Brandeis University,2021,446,25.8
University of Science and Technology Beijing,2021,446,25.8
Beihang University (former BUAA),2021,449,25.7
"University of California, Riverside",2021,449,25.7
Universidad Politécnica de Madrid (UPM),2021,451,25.6
Universität des Saarlandes,2021,451,25.6
Université de Liège,2021,451,25.6
Boston College,2021,454,25.5
Quaid-i-Azam University,2021,454,25.5
Dongguk University ,2021,456,25.4
Florida State University,2021,456,25.4
Hasselt University ,2021,456,25.4
Stellenbosch University,2021,456,25.4
The Catholic University of Korea ,2021,456,25.4
University of Canberra ,2021,456,25.4
James Cook University,2021,462,25.3
South China University of Technology,2021,462,25.3
Universidad ORT Uruguay,2021,462,25.3
Koç University,2021,465,25.2
National Central University,2021,465,25.2
Universidad de Belgrano,2021,465,25.2
University of Saskatchewan,2021,465,25.2
Yokohama City University,2021,465,25.2
Indian Institute of Technology Guwahati (IITG),2021,470,25.1
Lappeenranta-Lahti University of Technology LUT,2021,470,25.1
Martin-Luther-Universität Halle-Wittenberg,2021,470,25.1
Rensselaer Polytechnic Institute,2021,470,25.1
Swansea University,2021,474,25.0
Umm Al-Qura University ,2021,474,25.0
 Western Sydney University,2021,474,25.0
Amirkabir University of Technology,2021,477,24.8
Concordia University,2021,477,24.8
National Technical University of Athens,2021,477,24.8
University of Cyprus (UCY),2021,477,24.8
V. N. Karazin Kharkiv National University,2021,477,24.8
Wayne State University,2021,477,24.8
Universität  Leipzig,2021,483,24.7
"University of Missouri, Columbia",2021,483,24.7
Aberystwyth University,2021,485,24.6
Shandong University,2021,485,24.6
University of Stirling,2021,485,24.6
Chiba University,2021,488,24.5
National Taipei University of Technology,2021,488,24.5
Auezov South Kazakhstan University (SKU),2021,490,24.4
Sogang University,2021,490,24.4
Universidad de Montevideo (UM),2021,492,24.3
Chang Gung University,2021,493,24.2
Far Eastern Federal University,2021,493,24.2
Jilin University,2021,493,24.2
Southeast University,2021,493,24.2
UNESP,2021,493,24.2
Universidad de La Habana,2021,498,24.1
Oregon State University,2021,499,23.9
Universidad de Alcalá,2021,499,23.9
University of Eastern Finland,2021,499,23.9
Christian-Albrechts-University zu Kiel,2021,501,0.0
East China Normal University,2021,501,0.0
Hitotsubashi University,2021,501,0.0
The University of Georgia,2021,501,0.0
University of Granada,2021,501,0.0
Universidad de Santiago de Chile (USACH),2021,501,0.0
Universidad de Zaragoza,2021,501,0.0
University of Balamand,2021,501,0.0
University of Connecticut,2021,501,0.0
University of Delhi,2021,501,0.0
University of Szeged,2021,501,0.0
Aston University,2021,511,0.0
Singapore Management University,2021,511,0.0
Università Cattolica del Sacro Cuore,2021,511,0.0
"University of Rome ""Tor Vergata""",2021,511,0.0
Aix-Marseille University,2021,511,0.0
Université de Montpellier,2021,511,0.0
University of Klagenfurt,2021,511,0.0
University of Limerick,2021,511,0.0
Warsaw University of Technology,2021,511,0.0
Airlangga University,2021,521,0.0
Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),2021,521,0.0
National Research Saratov State University,2021,521,0.0
Sabanci University,2021,521,0.0
University of Turin,2021,521,0.0
University of Bayreuth,2021,521,0.0
University of Debrecen,2021,521,0.0
University of Milano-Bicocca ,2021,521,0.0
University of Ulsan ,2021,521,0.0
Bogor Agricultural University,2021,531,0.0
Inha University,2021,531,0.0
Justus-Liebig-University Giessen,2021,531,0.0
Masaryk University,2021,531,0.0
Nagasaki University,2021,531,0.0
Northwestern Polytechnical University,2021,531,0.0
Sichuan University,2021,531,0.0
"Universidad Central ""Marta Abreu"" de Las Villas",2021,531,0.0
Universiti Utara Malaysia (UUM),2021,531,0.0
University of Texas Dallas,2021,531,0.0
York University,2021,531,0.0
Coventry University,2021,541,0.0
Institut National des Sciences Appliquées de Lyon (INSA),2021,541,0.0
Iowa State University,2021,541,0.0
Niigata University,2021,541,0.0
Osaka City University,2021,541,0.0
Satbayev University,2021,541,0.0
Universität Bremen,2021,541,0.0
University Paris 2 Panthéon-Assas,2021,541,0.0
Saint Joseph University of Beirut (USJ) ,2021,541,0.0
University of Delaware,2021,541,0.0
Ajou University ,2021,551,0.0
Bar-Ilan University,2021,551,0.0
Bilkent University,2021,551,0.0
Hallym University ,2021,551,0.0
Konkuk University ,2021,551,0.0
Lebanese American University,2021,551,0.0
Lehigh University,2021,551,0.0
Management and Science University,2021,551,0.0
Technische Universität Braunschweig,2021,551,0.0
Université Paul Sabatier Toulouse III,2021,551,0.0
Victoria University ,2021,551,0.0
Cairo University,2021,561,0.0
